,Phe,,Cys,,Tyr,,Gln,,Leu,,Asn,,Gly,,Ile,,Pro,,Arg,,Ala,,Asp,,Glu,,His,,Lys,,Met,,Ser,,Thr,,Trp,,Val
1043.12,62.4861,1043.22,71.4146,1043.22,35.7073,1043.12,78.1076,1043.22,142.829,1043.12,46.8645,1043.26,91.4999,1043.12,64.7177,1042.52,40.1381,1043.12,31.243,1043.09,46.86545,1043.09,41.7626,1043.09,23.2739285714286,1043.09,149.0752,1043.09,44.9489999999998,1043.09,51.3295,1043.09,211.260533333334,1043.09,113.069333333333,1043.09,111.991690909091,1043.09,78.1062
1042,58.0097,1042.1,71.3986,1042.1,29.0057,1042,91.4769,1042.1,160.647,1042,26.7737,1042.13,62.4737,1042,55.7786,1041.4,26.7527,1042,22.3114,1041.97,46.07385,1041.97,44.6222714285714,1041.97,23.4274285714286,1041.97,148.14808,1041.97,45.8955428571427,1041.97,50.87046,1041.97,209.726533333334,1041.97,116.763333333333,1041.97,110.750054545455,1041.97,90.7316666666667
1040.88,64.6887,1040.98,93.6896,1040.98,46.8448,1040.88,84.7644,1040.98,167.303,1040.88,53.5354,1041.01,57.9983,1040.88,62.458,1040.28,17.8311,1040.88,53.5354,1040.85,43.94415,1040.85,43.9743571428572,1040.85,23.7398714285714,1040.85,150.7906,1040.85,50.0288857142855,1040.85,49.07522,1040.85,218.606,1040.85,115.994666666666,1040.85,108.694418181818,1040.85,99.6347
1039.76,53.5234,1039.86,75.8269,1039.86,55.7551,1039.76,80.2851,1039.86,165.035,1039.76,37.9124,1039.89,33.453,1039.76,55.7536,1039.16,42.3392,1039.76,33.4521,1039.73,43.3771,1039.73,43.9653428571429,1039.73,24.5313071428571,1039.73,144.51692,1039.73,50.6556142857141,1039.73,46.83304,1039.73,202.201266666667,1039.73,116.711333333333,1039.73,109.277418181818,1039.73,107.046666666667
1038.64,64.6596,1038.74,82.499,1038.74,37.9049,1038.64,80.2671,1038.74,151.62,1038.64,46.8225,1038.77,44.594,1038.64,51.2817,1038.04,35.646,1038.64,42.3632,1038.61,43.03215,1038.61,45.2305428571429,1038.61,23.5703714285714,1038.61,145.37332,1038.61,54.1449571428569,1038.61,49.05168,1038.61,202.155266666667,1038.61,116.684666666666,1038.61,108.645509090909,1038.61,104.793833333333
1037.51,62.4159,1037.62,78.0221,1037.62,44.584,1037.51,86.9365,1037.62,142.669,1037.51,44.5828,1037.65,31.2088,1037.51,57.9576,1036.91,22.2737,1037.51,33.4371,1037.49,43.80235,1037.49,44.5830428571429,1037.49,23.4057428571429,1037.49,147.1238,1037.49,56.0443571428569,1037.49,49.4873,1037.49,213.9946,1037.49,116.659333333333,1037.49,110.442690909091,1037.49,96.5986
1036.39,62.4019,1036.5,82.4619,1036.5,26.7444,1036.39,82.4597,1036.5,133.722,1036.39,42.3441,1036.53,31.2018,1036.39,64.6305,1035.79,28.9492,1036.39,28.9723,1036.37,43.3467,1036.37,46.8011714285714,1036.37,24.5145571428571,1036.37,148.87184,1036.37,58.8988142857141,1036.37,48.5837,1036.37,219.893333333334,1036.37,109.205133333333,1036.37,111.023781818182,1036.37,97.3162666666667
1035.27,57.9316,1035.37,71.3024,1035.37,28.9666,1035.27,75.7567,1035.37,124.779,1035.27,40.1065,1035.41,28.9666,1035.27,71.3004,1034.67,20.0372,1035.27,42.3346,1035.25,42.66945,1035.25,46.7906428571429,1035.25,25.6238714285714,1035.25,147.05404,1035.25,57.9305142857141,1035.25,51.24676,1035.25,221.332,1035.25,109.921133333333,1035.25,111.2016,1035.25,104.719766666667
1034.15,64.6015,1034.25,80.1972,1034.25,37.8709,1034.15,91.3331,1034.25,120.296,1034.15,53.4633,1034.28,33.4154,1034.15,55.6909,1033.54,20.0327,1034.15,42.3251,1034.12,42.6603,1034.12,44.871,1034.12,25.6178571428571,1034.12,164.84216,1034.12,60.1461428571426,1034.12,50.34558,1034.12,204.944266666667,1034.12,111.381133333333,1034.12,113.605963636364,1034.12,115.837333333333
1033.03,57.9055,1033.13,66.8159,1033.13,37.8624,1033.03,60.1327,1033.13,131.405,1033.03,44.5427,1033.16,28.9535,1033.03,37.8613,1032.42,26.7041,1033.03,53.4513,1033,41.53695,1033,46.1327714285714,1033,25.2933928571429,1033,165.69656,1033,61.0869571428569,1033,49.4426,1033,204.896933333334,1033,111.3591,1033,112.769509090909,1033,121.007333333333
1031.9,71.2523,1032.01,66.8009,1032.01,48.9873,1031.9,84.6121,1032.01,126.922,1031.9,28.9463,1032.04,40.0805,1031.9,64.5724,1031.3,13.349,1031.9,37.8528,1031.88,41.1926,1031.88,47.0773714285714,1031.88,26.0823214285714,1031.88,164.77224,1031.88,62.3474428571426,1031.88,49.43208,1031.88,204.850266666667,1031.88,108.363766666666,1031.88,117.399454545455,1031.88,124.690333333333
1030.78,60.1056,1030.88,64.5597,1030.88,35.6191,1030.78,80.1408,1030.88,138.024,1030.78,33.392,1030.92,44.5239,1030.78,62.3317,1030.17,28.9163,1030.78,40.0704,1030.76,41.5167,1030.76,48.6563857142857,1030.76,26.2367142857143,1030.76,168.2964,1030.76,60.1052714285712,1030.76,50.75564,1030.76,216.676,1030.76,111.3051,1030.76,119.395909090909,1030.76,126.148666666667
1029.66,51.1896,1029.76,82.3507,1029.76,46.7396,1029.66,82.3484,1029.76,124.639,1029.66,24.482,1029.79,46.7395,1029.66,55.6408,1029.05,28.9098,1029.66,33.3845,1029.63,43.17675,1029.63,48.9641,1029.63,26.0725785714286,1029.63,165.59276,1029.63,58.1858285714284,1029.63,49.85326,1029.63,221.079333333334,1029.63,114.25,1029.63,122.000181818182,1029.63,120.927666666667
1028.53,62.3037,1028.64,89.0077,1028.64,42.2787,1028.53,71.2042,1028.64,129.061,1028.53,42.2775,1028.67,37.8282,1028.53,51.178,1027.92,22.2332,1028.53,40.0524,1028.51,42.61155,1028.51,47.0456,1028.51,25.5895642857143,1028.51,153.98212,1028.51,56.9016428571426,1028.51,53.40236,1028.51,219.548666666667,1028.51,114.966666666666,1028.51,123.591636363636,1028.51,113.482666666667
1027.41,55.6158,1027.51,73.4148,1027.51,42.2691,1027.41,68.9635,1027.51,126.807,1027.41,37.8187,1027.55,40.0444,1027.41,53.3911,1026.8,37.7879,1027.41,48.9419,1027.39,42.9361,1027.39,47.0350714285714,1027.39,25.2662071428571,1027.39,151.27664,1027.39,53.7131999999998,1027.39,54.28028,1027.39,216.531333333334,1027.39,104.559266666666,1027.39,123.565545454545,1027.39,106.783666666667
1026.29,57.8274,1026.39,86.7434,1026.39,44.4838,1026.29,71.1721,1026.39,126.779,1026.29,31.1378,1026.42,44.4838,1026.29,64.4997,1025.68,22.2231,1026.29,53.3791,1026.26,42.37015,1026.26,47.6615857142857,1026.26,24.9426714285714,1026.26,152.1328,1026.26,52.7465999999998,1026.26,55.60362,1026.26,223.893333333334,1026.26,106.7586,1026.26,127.783727272727,1026.26,108.981666666667
1025.16,55.5907,1025.27,95.6186,1025.27,51.1448,1025.16,82.2742,1025.27,155.658,1025.16,46.6962,1025.3,26.6842,1025.16,35.578,1024.55,17.7744,1025.16,44.4726,1025.14,41.80445,1025.14,44.7925285714286,1025.14,23.9843142857143,1025.14,144.0912,1025.14,47.9703428571426,1025.14,55.14606,1025.14,225.329333333334,1025.14,109.696933333333,1025.14,130.985454545455,1025.14,105.251966666667
1024.04,73.3632,1024.14,66.6956,1024.14,46.6869,1024.04,82.2557,1024.14,128.945,1024.04,35.57,1024.17,28.9014,1024.04,33.3469,1023.42,37.7621,1024.04,42.2394,1024.01,40.79425,1024.01,44.1472571428572,1024.01,22.5491071428571,1024.01,145.83784,1024.01,44.7835571428569,1024.01,56.02338,1024.01,234.169333333334,1024.01,117.084666666666,1024.01,136.206636363636,1024.01,107.452633333333
1022.91,55.5656,1023.02,71.126,1023.02,51.1218,1022.91,77.7919,1023.02,146.697,1022.91,42.2299,1023.05,17.7815,1022.91,44.4525,1022.3,19.9871,1022.91,42.2299,1022.89,42.3409,1022.89,42.5482,1022.89,23.3376071428571,1022.89,146.6944,1022.89,42.5483857142855,1022.89,54.67686,1022.89,235.595333333334,1022.89,115.577666666666,1022.89,141.832818181818,1022.89,108.1663
1021.79,53.331,1021.89,55.5546,1021.89,35.555,1021.79,77.7743,1021.89,126.665,1021.79,37.7761,1021.92,33.3327,1021.79,48.8867,1021.17,26.6435,1021.79,53.331,1021.76,42.9978,1021.76,42.8549,1021.76,23.9670642857143,1021.76,146.66032,1021.76,41.5866714285712,1021.76,53.77588,1021.76,235.548666666667,1021.76,117.031333333333,1021.76,144.628727272727,1021.76,108.144233333333
1020.66,55.5406,1020.77,77.7589,1020.77,55.5421,1020.66,82.2,1020.77,137.744,1020.66,31.1027,1020.8,26.6602,1020.66,64.427,1020.05,13.3187,1020.66,39.9892,1020.64,43.54345,1020.64,42.5282142857143,1020.64,24.5956214285714,1020.64,143.96148,1020.64,39.9893428571427,1020.64,54.20798,1020.64,222.166,1020.64,118.486,1020.64,147.225727272727,1020.64,103.678333333333
1019.54,64.4125,1019.64,71.0778,1019.64,53.3084,1019.54,82.1815,1019.64,117.723,1019.54,31.0957,1019.67,28.8753,1019.54,59.9703,1018.92,24.412,1019.54,31.0957,1019.51,43.9781,1019.51,42.2006,1019.51,24.7489,1019.51,148.37064,1019.51,39.9818285714284,1019.51,56.41558,1019.51,214.708,1019.51,125.123333333333,1019.51,149.210545454545,1019.51,99.2096666666667
1018.41,71.0598,1018.51,62.1791,1018.51,53.2963,1018.41,88.8248,1018.51,124.358,1018.41,35.5299,1018.55,33.3102,1018.41,55.5155,1017.79,26.6252,1018.41,37.7505,1018.39,43.30305,1018.39,43.7761714285714,1018.39,25.3774214285714,1018.39,156.32816,1018.39,38.0671857142855,1018.39,55.95912,1018.39,213.180666666667,1018.39,117.694333333333,1018.39,148.575545454545,1018.39,94.7473666666667
1017.28,59.9432,1017.39,82.1466,1017.39,66.6054,1017.28,104.346,1017.39,106.569,1017.28,46.6225,1017.42,24.4219,1017.28,64.3834,1016.67,26.6192,1017.28,48.8426,1017.26,41.8503,1017.26,44.4025428571429,1017.26,26.4822142857143,1017.26,160.73332,1017.26,40.2787857142855,1017.26,52.84032,1017.26,213.133333333334,1017.26,119.147,1017.26,149.554,1017.26,96.9464333333333
1016.16,71.0277,1016.26,73.2494,1016.26,48.8329,1016.16,93.2239,1016.26,108.764,1016.16,37.7335,1016.29,33.2951,1016.16,44.3923,1015.54,28.8309,1016.16,42.1727,1016.13,40.8418,1016.13,43.7592571428572,1016.13,26.6358857142857,1016.13,160.6992,1016.13,40.9045142857141,1016.13,51.4976,1016.13,192.3704,1016.13,115.419666666666,1016.13,148.315545454545,1016.13,84.3467333333333
1015.03,75.4499,1015.14,86.5479,1015.14,55.4794,1015.03,86.5455,1015.14,122.055,1015.03,46.6014,1015.17,28.8493,1015.03,33.2867,1014.41,26.607,1015.03,31.0676,1015.01,40.83165,1015.01,45.0164285714286,1015.01,26.7882714285714,1015.01,168.65332,1015.01,39.9435714285712,1015.01,50.59782,1015.01,198.2404,1015.01,113.177433333333,1015.01,150.304545454545,1015.01,82.8486
1013.9,77.6515,1014.01,90.9657,1014.01,48.8108,1013.9,68.777,1014.01,102.059,1013.9,39.935,1014.04,42.1548,1013.9,53.2467,1013.28,26.601,1013.9,31.0606,1013.88,40.71085,1013.88,46.5890428571429,1013.88,26.6238857142857,1013.88,162.40788,1013.88,38.9848428571427,1013.88,48.36516,1013.88,211.5024,1013.88,111.670433333333,1013.88,148.659272727273,1013.88,79.8690333333333
1012.78,90.9426,1012.88,77.6361,1012.88,55.4543,1012.78,75.4158,1012.88,126.436,1012.78,55.4528,1012.91,33.2726,1012.78,48.7985,1012.16,28.8111,1012.78,44.3622,1012.75,42.3653,1012.75,47.5299857142857,1012.75,26.3004571428571,1012.75,161.47892,1012.75,40.5590999999998,1012.75,48.79654,1012.75,226.249333333334,1012.75,109.4261,1012.75,143.183818181818,1012.75,81.3314
1011.65,113.098,1011.75,68.7478,1011.75,48.7888,1011.65,86.4868,1011.75,124.19,1011.65,46.5698,1011.79,22.1767,1011.65,57.6579,1011.03,28.8045,1011.65,44.3522,1011.63,43.02165,1011.63,48.7863,1011.63,26.4532357142857,1011.63,158.78084,1011.63,43.0842714285712,1011.63,54.10788,1011.63,221.764666666667,1011.63,111.621,1011.63,137.303363636364,1011.63,82.7914
1010.52,124.158,1010.63,77.6009,1010.63,55.4292,1010.52,84.2501,1010.63,119.727,1010.52,37.6908,1010.66,28.8232,1010.52,53.2106,1009.9,28.798,1010.52,28.8224,1010.5,43.67745,1010.5,50.3568285714286,1010.5,25.6554214285714,1010.5,158.74672,1010.5,46.2398999999998,1010.5,56.31396,1010.5,208.408666666667,1010.5,107.161,1010.5,132.835,1010.5,75.3826
1009.39,146.296,1009.5,101.967,1009.5,46.55,1009.39,95.3141,1009.5,130.783,1009.39,31.0325,1009.53,31.0333,1009.39,73.148,1008.77,26.5767,1009.39,33.2491,1009.37,44.1104,1009.37,54.7785142857143,1009.37,25.0162642857143,1009.37,148.07164,1009.37,47.4951428571427,1009.37,58.0749,1009.37,208.361333333334,1009.37,101.964966666666,1009.37,127.766818181818,1009.37,76.1042666666667
1008.27,172.856,1008.37,55.4042,1008.37,48.7557,1008.27,68.6992,1008.37,115.241,1008.27,31.0255,1008.4,31.0263,1008.27,64.267,1007.64,28.7848,1008.27,39.8899,1008.24,44.76515,1008.24,59.1992,1008.24,26.11855,1008.24,151.58672,1008.24,49.0679714285712,1008.24,59.83444,1008.24,217.176666666667,1008.24,110.0653,1008.24,128.942090909091,1008.24,71.654
1007.14,177.248,1007.24,68.6856,1007.24,50.9603,1007.14,75.3305,1007.24,126.293,1007.14,33.234,1007.27,28.8036,1007.14,57.6057,1006.51,39.8468,1007.14,48.7433,1007.11,43.869,1007.11,59.5034571428572,1007.11,26.5867285714286,1007.11,145.34468,1007.11,50.9567428571427,1007.11,63.8082,1007.11,223.036666666667,1007.11,103.395733333333,1007.11,125.283545454545,1007.11,70.1622333333334
1006.01,197.144,1006.11,99.6823,1006.11,59.8094,1006.01,79.7436,1006.11,101.897,1006.01,35.4416,1006.15,19.9364,1006.01,26.5812,1005.38,24.3452,1006.01,33.2265,1005.98,45.6309,1005.98,57.5925428571429,1005.98,27.3715285714286,1005.98,147.96648,1005.98,52.8470999999998,1005.98,63.79366,1005.98,236.277333333334,1005.98,113.7091,1005.98,123.645727272727,1005.98,63.5008333333334
1004.88,146.164,1004.99,101.874,1004.99,39.8639,1004.88,101.872,1004.99,108.518,1004.88,46.5066,1005.02,35.4345,1004.88,62.0088,1004.25,42.0412,1004.88,42.0774,1004.86,43.2968,1004.86,59.4789571428572,1004.86,27.2071785714286,1004.86,154.13048,1004.86,52.5193999999998,1004.86,63.78112,1004.86,239.176666666667,1004.86,107.037766666666,1004.86,120.396,1004.86,70.1270666666667
1003.75,150.559,1003.86,104.065,1003.86,53.1398,1003.75,79.7075,1003.86,121.779,1003.75,44.282,1003.89,39.8548,1003.75,48.7101,1003.12,28.7585,1003.75,39.8538,1003.73,42.4009,1003.73,59.1508285714286,1003.73,27.35945,1003.73,162.06956,1003.73,49.9791714285712,1003.73,65.98068,1003.73,242.076666666667,1003.73,117.348333333333,1003.73,121.174090909091,1003.73,70.8508666666667
1002.62,141.67,1002.73,119.537,1002.73,39.8458,1002.62,79.6894,1002.73,150.529,1002.62,42.0583,1002.76,37.6321,1002.62,61.9807,1001.99,24.3285,1002.62,39.8447,1002.6,41.3947,1002.6,56.6081714285715,1002.6,27.3541857142857,1002.6,165.5766,1002.6,46.8044857142855,1002.6,64.19604,1002.6,228.742,1002.6,118.057333333333,1002.6,119.936909090909,1002.6,78.9525333333334
1001.49,123.933,1001.6,90.7394,1001.6,42.05,1001.49,92.9499,1001.6,135.002,1001.49,46.475,1001.63,28.771,1001.49,50.9012,1000.86,37.59,1001.49,39.8357,1001.47,42.71265,1001.47,54.6969571428572,1001.47,27.9808,1001.47,169.0818,1001.47,43.3165857142855,1001.47,62.4093,1001.47,222.786666666667,1001.47,118.032666666666,1001.47,117.495727272727,1001.47,70.8191
1000.36,101.779,1000.47,132.759,1000.47,39.8278,1000.36,97.354,1000.47,137.185,1000.36,39.8267,1000.5,26.5518,1000.36,30.9763,999.73,24.3174,1000.36,42.0392,1000.34,41.92715,1000.34,54.6814,1000.34,27.6581571428571,1000.34,169.04368,1000.34,42.6732999999998,1000.34,63.27938,1000.34,219.784,1000.34,125.379666666666,1000.34,117.673,1000.34,70.8045666666667
999.232,106.18,999.337,108.395,999.337,48.6673,999.232,84.0594,999.337,141.578,999.232,33.1814,999.369,24.3336,999.232,59.7264,998.599,13.261,999.232,44.2418,999.208,44.4628,999.208,55.9320571428572,999.208,28.1248285714286,999.208,166.3492,999.208,42.029657142857,999.208,67.2468,999.208,231.532,999.208,124.613333333333,999.208,117.646909090909,999.208,64.1512
998.102,79.6172,998.207,101.736,998.207,48.6563,998.102,84.0403,998.207,137.122,998.102,57.5013,998.239,39.8096,998.102,59.7129,997.468,28.7256,998.102,46.4433,998.078,44.45315,998.078,58.1316,998.078,28.1178,998.078,161.00664,998.078,40.125257142857,998.078,72.53616,998.078,235.902666666667,998.078,129.011,998.078,115.811363636364,998.078,69.2953666666667
996.971,64.1215,997.076,95.0793,997.076,50.8564,996.971,77.388,997.076,123.824,996.971,57.4882,997.108,30.956,996.971,50.855,996.336,17.6732,996.971,46.4328,996.947,43.2282,996.947,57.4867285714286,996.947,28.4274285714286,996.947,168.0418,996.947,37.2733142857141,996.947,84.45816,996.947,235.851333333333,996.947,123.821333333333,996.947,116.189363636364,996.947,76.6494333333334
995.84,90.6339,995.946,97.2684,995.946,44.2129,995.84,92.8445,995.946,106.111,995.84,42.0011,995.977,26.5277,995.84,50.8434,995.204,17.6692,995.84,48.6329,995.816,41.1183,995.816,58.4219285714286,995.816,29.0525714285714,995.816,168.00368,995.816,37.5813714285713,995.816,95.04916,995.816,231.376,995.816,134.843333333333,995.816,112.139545454545,995.816,77.3720666666667
994.709,83.9831,994.814,97.2463,994.814,39.7826,994.709,108.294,994.814,92.826,994.709,35.3613,994.846,26.5217,994.709,64.0924,994.072,22.0814,994.709,53.042,994.685,40.22415,994.685,58.4113857142858,994.685,29.5205642857143,994.685,163.54732,994.685,37.8873428571427,994.685,108.72986,994.685,219.537333333333,994.685,141.444666666666,994.685,111.308636363636,994.685,74.4073666666667
993.577,70.7066,993.683,88.3857,993.683,48.6121,993.577,68.497,993.683,128.159,993.577,37.5629,993.715,24.306,993.577,64.0778,992.939,28.6992,993.577,50.8203,993.553,40.76625,993.553,57.7679571428572,993.553,30.1451714285714,993.553,158.20856,993.553,36.6185428571427,993.553,121.08082,993.553,228.322666666667,993.553,136.998333333333,993.553,112.688545454545,993.553,67.7605333333334
992.446,64.0633,992.551,101.62,992.551,41.9736,992.446,90.5722,992.551,123.712,992.446,39.7634,992.583,35.3462,992.446,75.1086,991.807,26.4855,992.446,33.1362,992.422,42.0814,992.422,55.8601857142858,992.422,32.0311071428571,992.422,165.24328,992.422,34.7157857142855,992.422,126.7998,992.422,226.798,992.422,126.655333333333,992.422,114.269181818182,992.422,66.2736
991.314,75.0916,991.419,101.597,991.419,39.7555,991.314,86.1345,991.419,125.892,991.314,41.9629,991.451,28.7122,991.314,64.0487,990.674,22.0662,991.314,44.1715,991.29,43.61865,991.29,53.6385428571429,991.29,31.3927285714286,991.29,156.36776,991.29,32.4976714285713,991.29,124.566,991.29,222.335666666667,991.29,127.359,991.29,113.037818181818,991.29,64.7849666666667
990.181,72.8664,990.287,83.9091,990.287,26.4976,990.181,94.9472,990.287,112.615,990.181,37.5373,990.319,28.7057,990.181,59.618,989.541,19.855,990.181,55.2018,990.157,44.82415,990.157,51.7331428571429,990.157,32.3313785714286,990.157,157.2124,990.157,33.4363142857141,990.157,117.03478,990.157,207.561,990.157,128.805666666666,990.157,112.809181818182,990.157,58.1471666666667
989.049,75.0574,989.155,77.2671,989.155,39.7374,989.049,68.4347,989.155,130.25,989.049,39.7363,989.187,37.5297,989.049,50.7741,988.407,28.6729,989.049,44.1514,989.025,46.13855,989.025,51.7205857142858,989.025,32.32485,989.025,158.06192,989.025,37.2116285714284,989.025,105.0882,989.025,219.281,989.025,129.512333333333,989.025,114.589727272727,989.025,61.0763666666667
987.916,64.005,988.022,92.6995,988.022,37.5212,987.916,108.146,988.022,108.149,987.916,19.8636,988.054,17.657,987.916,57.3838,987.273,37.4867,987.916,48.5555,987.892,45.68665,987.892,52.0226142857143,987.892,33.7356857142857,987.892,157.14736,987.892,40.3543999999998,987.892,91.37946,987.892,232.477333333333,987.892,123.595666666666,987.892,117.972727272727,987.892,67.6805333333334
986.783,61.7839,986.889,77.232,986.889,37.5127,986.783,83.8495,986.889,123.571,986.783,35.3051,986.921,19.8596,986.783,61.7839,986.139,28.6597,986.783,52.9576,986.759,45.6755,986.759,52.6420857142858,986.759,33.41465,986.759,158.87264,986.759,40.344357142857,986.759,78.11734,986.759,244.196,986.759,124.305,986.759,117.946545454545,986.759,81.6417666666667
985.65,55.1516,985.756,108.1,985.756,35.298,985.65,86.0365,985.756,101.482,985.65,46.3274,985.788,19.8551,985.65,75.0062,985.005,24.245,985.65,70.5941,985.626,47.8708,985.626,52.9454714285715,985.626,33.7223071428572,985.626,164.12964,985.626,44.4335285714284,985.626,68.39148,985.626,230.903333333334,985.626,116.923333333333,985.626,120.927818181818,985.626,82.3614
984.517,61.7558,984.622,88.225,984.622,39.7012,984.517,72.7836,984.622,86.0193,984.517,46.3168,984.654,35.2899,984.517,59.5502,983.871,28.6465,984.517,63.9613,984.493,49.62465,984.493,52.6180428571429,984.493,32.1386785714286,984.493,164.97232,984.493,46.9449285714284,984.493,63.52284,984.493,222.030666666667,984.493,109.544333333333,984.493,120.502636363636,984.493,68.3758666666667
983.383,57.3316,983.489,108.051,983.489,46.3076,983.383,77.1771,983.489,88.2049,983.383,55.1265,983.521,35.2819,983.383,70.5619,982.736,37.4523,983.383,81.5872,983.359,50.936,983.359,52.9217857142858,983.359,32.9188857142857,983.359,162.29328,983.359,50.4001285714284,983.359,59.09714,983.359,217.566,983.359,110.252666666666,983.359,122.079363636364,983.359,62.4769333333334
982.249,44.0912,982.355,85.9801,982.355,19.8416,982.249,83.7732,982.355,92.594,982.249,39.682,982.387,37.4785,982.249,57.3185,981.601,26.4308,982.249,74.955,982.225,51.69705,982.225,53.5401714285715,982.225,32.1235357142857,982.225,164.02496,982.225,50.076857142857,982.225,61.28512,982.225,223.392666666667,982.225,114.636333333333,982.225,121.853090909091,982.225,63.1955333333334
981.115,74.9379,981.221,85.9606,981.221,41.8782,981.115,101.387,981.221,94.777,981.115,44.0811,981.252,22.0411,981.115,52.8973,980.466,26.4247,981.115,70.5298,981.091,52.45695,981.091,53.5276142857143,981.091,31.9596785714286,981.091,157.8152,981.091,51.9522142857141,981.091,63.47462,981.091,229.222666666667,981.091,119.02,981.091,119.823545454545,981.091,70.5302
979.98,55.0888,980.086,101.366,980.086,39.6651,979.98,90.3457,980.086,101.366,979.98,35.2569,980.118,24.2397,979.98,55.0888,979.33,26.4186,979.98,52.8853,979.956,53.2155,979.956,50.9974142857143,979.956,29.9056214285714,979.956,148.08276,979.956,50.0516857142855,979.956,62.58104,979.956,211.546266666667,979.956,118.992666666666,979.956,118.795,979.956,70.5141333333334
978.845,46.2641,978.951,79.312,978.951,46.2654,978.845,101.34,978.951,112.359,978.845,37.4519,978.983,39.656,978.845,57.2793,978.194,28.6136,978.845,57.2793,978.821,53.4239,978.821,49.7278285714286,978.821,30.2146,978.821,141.8768,978.821,48.4690999999998,978.821,62.56798,978.821,201.2136,978.821,117.496666666666,978.821,120.170181818182,978.821,66.0924333333334
977.71,59.4688,977.816,107.928,977.816,48.4574,977.71,103.52,977.816,101.32,977.71,30.8357,977.848,24.2287,977.71,77.0892,977.058,24.2059,977.71,57.2663,977.686,52.7509,977.686,50.0302000000001,977.686,28.1629785714286,977.686,143.60688,977.686,46.8853714285713,977.686,64.31666,977.686,204.0996,977.686,115.268,977.686,120.742636363636,977.686,66.8108666666667
976.575,52.8491,976.681,101.297,976.681,44.0421,976.575,90.2839,976.681,85.8822,976.575,37.4348,976.713,28.6274,976.575,77.0716,975.922,19.8003,976.575,70.4655,976.551,56.26155,976.551,50.0181428571429,976.551,28.3133785714286,976.551,147.97584,976.551,46.5594428571427,976.551,59.01606,976.551,227.542666666667,976.551,114.507,976.551,119.914636363636,976.551,63.8594
975.439,57.2401,975.545,103.475,975.545,55.0401,975.439,96.8679,975.545,94.669,975.439,59.4417,975.577,22.016,975.439,83.6587,974.785,19.7957,975.439,66.0463,975.415,59.44025,975.415,51.8923428571429,975.415,26.4195857142857,975.415,139.13948,975.415,45.9177999999998,975.415,54.59888,975.415,239.234666666667,975.415,115.214,975.415,117.283090909091,975.415,66.7805666666667
974.303,59.4281,974.41,85.843,974.41,28.6143,974.303,88.0416,974.41,94.6474,974.303,39.6187,974.441,26.4132,974.303,63.8302,973.648,35.1843,974.303,61.6291,974.28,61.62715,974.28,50.6234000000001,974.28,25.62675,974.28,138.22932,974.28,48.4235285714284,974.28,52.82728,974.28,243.583333333333,974.28,118.856333333333,974.28,117.257,974.28,66.7645
973.167,52.8129,973.274,99.027,973.274,37.4102,973.167,123.23,973.274,94.6258,973.167,28.607,973.305,26.4072,973.167,85.821,972.511,21.9851,973.167,55.0135,973.143,68.7636,973.143,48.0976571428572,973.143,25.4633928571429,973.143,139.9558,973.143,42.4391285714284,973.143,51.9344,973.143,250.860666666667,973.143,117.363,973.143,115.227636363636,973.143,72.6172
972.031,48.4008,972.137,74.8033,972.137,48.4021,972.031,96.8016,972.137,107.805,972.031,41.8007,972.169,28.6012,972.031,92.4015,971.374,26.3761,972.031,48.4008,972.007,75.129,972.007,50.6007285714286,972.007,26.0855142857143,972.007,141.68188,972.007,41.4868428571427,972.007,49.72078,972.007,243.473333333334,972.007,113.67,972.007,116.003090909091,972.007,75.5343666666667
970.894,59.3874,971.001,85.7842,971.001,54.9899,970.894,92.3804,971.001,90.1834,970.894,37.3921,971.032,21.9959,970.894,83.5823,970.236,19.7775,970.894,70.3851,970.87,77.0926,970.87,52.1612000000001,970.87,25.7654785714286,970.87,136.3672,970.87,41.1652999999998,970.87,49.269,970.87,230.224,970.87,115.108333333333,970.87,115.974,970.87,79.1833666666667
969.758,54.9758,969.864,74.7691,969.864,39.5837,969.758,79.1651,969.864,96.76,969.758,43.9806,969.896,30.7873,969.758,79.1651,969.098,24.1669,969.758,41.7816,969.734,76.0878,969.734,52.4625714285715,969.734,26.5457857142857,969.734,144.256,969.734,41.7841142857141,969.734,46.6203,969.734,205.245733333334,969.734,108.487166666667,969.734,114.151190909091,969.734,76.9667333333334
968.62,46.1691,968.727,87.9436,968.727,37.376,968.62,92.3382,968.727,94.5393,968.62,46.1691,968.759,28.5816,968.62,87.9411,967.96,43.9297,968.62,59.3603,968.597,74.9733,968.597,53.3921,968.597,26.0679571428572,968.597,148.62192,968.597,39.5760285714284,968.597,47.92928,968.597,200.799733333334,968.597,108.4625,968.597,115.325918181818,968.597,74.7511
967.483,43.9605,967.589,85.7254,967.589,43.9617,967.483,90.119,967.589,107.706,967.483,39.5645,967.621,21.9808,967.483,72.5348,966.822,35.1357,967.483,43.9605,967.459,68.1423,967.459,51.4947857142858,967.459,26.2198214285714,967.459,146.82908,967.459,37.6812285714284,967.459,46.599,967.459,206.613733333334,967.459,110.6315,967.459,114.9011,967.459,69.6049
