,Phe,,Cys,,Tyr,,Gln,,Leu,,Asn,,Gly,,Ile,,Pro,,Arg,,Ala,,Asp,,Glu,,His,,Lys,,Met,,Ser,,Thr,,Trp,,Val
1445.64,181.182,1445.73,157.029,1445.73,48.3165,1445.64,86.9673,1445.73,101.465,1445.64,45.8994,1445.76,24.1582,1445.64,48.3152,1445.18,26.5769,1445.64,57.9782,1445.61,66.91745,1445.61,36.9289285714285,1445.61,35.2022071428571,1445.61,126.59004,1445.61,60.0474285714285,1445.61,49.76614,1445.61,248.016,1445.61,116.7592,1445.61,93.1145727272727,1445.61,66.0311333333333
1444.6,210.129,1444.7,149.751,1444.7,48.3069,1444.6,91.7806,1444.7,103.86,1444.6,38.6445,1444.73,31.3994,1444.6,45.8903,1444.15,28.9871,1444.6,50.7209,1444.58,64.85135,1444.58,35.8848142857142,1444.58,34.6779928571429,1444.58,119.79824,1444.58,60.7246142857142,1444.58,47.34028,1444.58,257.63,1444.58,120.765,1444.58,93.0977545454545,1444.58,62.7988999999999
1443.57,263.213,1443.66,123.158,1443.66,45.8824,1443.57,103.836,1443.66,125.573,1443.57,38.6368,1443.69,31.3932,1443.57,70.0292,1443.11,53.1323,1443.57,43.4664,1443.54,64.71685,1443.54,36.5671428571428,1443.54,33.4631428571429,1443.54,118.80484,1443.54,61.4021285714285,1443.54,45.40008,1443.54,249.533333333333,1443.54,119.131666666667,1443.54,93.2983272727273,1443.54,65.1983333333333
1442.53,275.232,1442.63,142.449,1442.63,38.6301,1442.53,106.23,1442.63,108.647,1442.53,48.2864,1442.66,45.8732,1442.53,60.358,1442.08,31.39,1442.53,36.2148,1442.51,62.53185,1442.51,37.9382428571428,1442.51,32.59395,1442.51,118.78468,1442.51,66.9071999999999,1442.51,44.4237,1442.51,228.559333333333,1442.51,119.104666666667,1442.51,92.4025272727273,1442.51,65.9909333333333
1441.5,287.247,1441.59,123.109,1441.59,31.3807,1441.5,91.7258,1441.59,82.0727,1441.5,41.0352,1441.62,28.9668,1441.5,70.0013,1441.04,31.3837,1441.5,45.8629,1441.47,60.8291,1441.47,35.5166999999999,1441.47,31.3795785714286,1441.47,115.86904,1441.47,74.1352714285714,1441.47,44.41362,1441.47,231.726,1441.47,130.346,1441.47,91.5073818181818,1441.47,66.7848333333333
1440.46,313.736,1440.55,142.392,1440.55,43.4416,1440.46,96.5343,1440.55,84.4697,1440.46,36.2004,1440.59,43.4415,1440.46,69.9874,1440.01,19.3092,1440.46,53.0939,1440.44,60.3345,1440.44,36.8877285714285,1440.44,32.4079714285714,1440.44,113.91316,1440.44,79.6366999999999,1440.44,47.7833,1440.44,250.984666666667,1440.44,138.365666666667,1440.44,94.3437181818182,1440.44,61.9426999999999
1439.42,325.738,1439.52,115.821,1439.52,26.5423,1439.42,91.6893,1439.52,91.6917,1439.42,48.2575,1439.55,43.4329,1439.42,69.9734,1438.97,31.371,1439.42,36.1931,1439.4,58.51365,1439.4,40.3292857142857,1439.4,31.0232714285714,1439.4,113.88816,1439.4,83.7571285714285,1439.4,45.84462,1439.4,257.376666666667,1439.4,132.71,1439.4,93.2293,1439.4,61.1260666666666
1438.39,361.859,1438.48,127.86,1438.48,31.362,1438.39,82.0214,1438.48,103.736,1438.39,38.5983,1438.51,16.8872,1438.39,57.8975,1437.93,31.3647,1438.39,57.8975,1438.36,55.96795,1438.36,43.7662999999999,1438.36,30.6725928571429,1438.36,109.03832,1438.36,85.4643428571428,1438.36,46.80198,1438.36,244.46,1438.36,135.094,1438.36,93.6482545454546,1438.36,69.1547333333333
1437.35,419.673,1437.45,103.715,1437.45,31.3557,1437.35,103.712,1437.45,94.0672,1437.35,48.2383,1437.48,28.9437,1437.35,53.0621,1436.9,45.8314,1437.35,53.0621,1437.33,56.6804,1437.33,44.7911857142857,1437.33,31.35505,1437.33,116.73316,1437.33,88.5500571428571,1437.33,48.72064,1437.33,244.404666666667,1437.33,127.028,1437.33,91.2161272727273,1437.33,67.5336666666666
1436.32,400.298,1436.41,122.986,1436.41,31.3495,1436.32,94.0459,1436.41,125.398,1436.32,38.5829,1436.44,53.0529,1436.32,69.9316,1435.86,28.9403,1436.32,36.1715,1436.29,55.7042,1436.29,44.7830142857142,1436.29,31.8649857142857,1436.29,128.28616,1436.29,91.2913571428571,1436.29,49.19262,1436.29,258.825333333333,1436.29,131.022666666667,1436.29,90.9750363636364,1436.29,71.5398999999999
1435.28,426.739,1435.37,101.263,1435.37,38.5763,1435.28,113.315,1435.37,118.14,1435.28,26.5205,1435.4,36.1652,1435.28,45.8081,1434.82,26.5233,1435.28,72.3286,1435.25,56.41555,1435.25,41.3312285714285,1435.25,30.8260785714286,1435.25,135.97408,1435.25,92.3061999999999,1435.25,43.39756,1435.25,271.636,1435.25,128.583,1435.25,92.4889454545455,1435.25,70.7205333333333
1434.24,465.221,1434.33,106.064,1434.33,53.0318,1434.24,77.1351,1434.33,134.99,1434.24,36.1571,1434.37,26.5159,1434.24,69.9037,1433.79,26.5179,1434.24,53.0304,1434.22,57.61025,1434.22,44.0786428571428,1434.22,30.4754357142857,1434.22,132.09384,1434.22,88.5013285714285,1434.22,44.35416,1434.22,261.94,1434.22,130.97,1434.22,94.2234181818182,1434.22,74.7246666666666
1433.2,455.488,1433.3,122.913,1433.3,43.381,1433.2,96.3996,1433.3,127.733,1433.2,33.7399,1433.33,24.1005,1433.2,69.8897,1432.75,9.64092,1433.2,62.6597,1433.18,57.4786,1433.18,42.6931857142857,1433.18,30.1246214285714,1433.18,132.07172,1433.18,85.0412857142856,1433.18,45.3096,1433.18,247.428666666667,1433.18,134.156666666667,1433.18,96.1764272727273,1433.18,77.1197333333333
1432.17,433.712,1432.26,113.25,1432.26,45.7819,1432.17,74.6948,1432.26,142.165,1432.17,21.6856,1432.29,19.2766,1432.17,69.8757,1431.71,31.3266,1432.17,33.7331,1432.14,57.46705,1432.14,43.7170285714285,1432.14,30.8078285714286,1432.14,133.00724,1432.14,77.4538142857142,1432.14,41.9256,1432.14,250.588,1432.14,121.280333333333,1432.14,96.1571727272727,1432.14,79.5133666666666
1431.13,399.898,1431.22,91.5454,1431.22,28.9091,1431.13,91.543,1431.22,120.455,1431.13,43.3625,1431.25,19.2727,1431.13,74.6798,1430.67,31.3203,1431.13,36.1354,1431.1,56.85395,1431.1,39.5776999999999,1431.1,30.4581142857143,1431.1,126.23572,1431.1,76.0607142857142,1431.1,40.95178,1431.1,242.509333333333,1431.1,122.058666666667,1431.1,97.4530272727273,1431.1,78.6955999999999
1430.09,378.142,1430.18,81.8927,1430.18,45.7636,1430.09,89.1162,1430.18,120.43,1430.09,31.3111,1430.22,31.3119,1430.09,69.8478,1429.64,31.314,1430.09,33.7196,1430.06,56.4804,1430.06,38.1925714285714,1430.06,28.5595928571429,1430.06,119.46268,1430.06,71.9164285714285,1430.06,45.28014,1430.06,242.464,1430.06,117.214666666667,1430.06,98.9678363636364,1430.06,79.4823999999999
1429.05,353.985,1429.15,86.6926,1429.15,31.3057,1429.05,79.4661,1429.15,154.12,1429.05,45.7532,1429.18,28.8975,1429.05,77.058,1428.6,21.6745,1429.05,45.7532,1429.03,58.2744,1429.03,38.5281857142857,1429.03,27.8647642857143,1429.03,132.92128,1429.03,68.4615428571428,1429.03,48.16048,1429.03,240.804,1429.03,134.047666666667,1429.03,98.0737818181818,1429.03,81.8731333333333
1428.01,334.654,1428.11,91.4905,1428.11,31.2994,1428.01,91.4881,1428.11,125.198,1428.01,40.9289,1428.14,38.5223,1428.01,69.8199,1427.56,38.5246,1428.01,45.7441,1427.99,61.6326,1427.99,41.2732428571428,1427.99,27.85995,1427.99,132.89912,1427.99,63.2862571428571,1427.99,50.0766199999999,1427.99,240.758666666667,1427.99,138.836666666667,1427.99,102.867754545455,1427.99,83.4634333333333
1426.98,322.551,1427.07,84.2507,1427.07,55.3648,1426.98,86.6556,1427.07,108.322,1426.98,21.6639,1427.1,31.2931,1426.98,60.1775,1426.52,31.2949,1426.98,57.7704,1426.95,64.2678,1426.95,39.5452714285714,1426.95,27.3384285714286,1426.95,129.98284,1426.95,62.2412857142856,1426.95,50.06794,1426.95,251.944666666667,1426.95,140.416,1426.95,102.191681818182,1426.95,78.6337999999999
1425.94,305.641,1426.03,81.8272,1426.03,28.8802,1425.94,77.0118,1426.03,132.368,1425.94,38.5059,1426.06,28.8802,1425.94,98.6714,1425.48,21.6613,1425.94,45.7258,1425.91,69.4295,1425.91,41.2560285714285,1425.91,27.1603642857143,1425.91,127.07388,1425.91,57.7600714285713,1425.91,49.0960399999999,1425.91,237.454,1425.91,130.761,1425.91,103.704263636364,1425.91,77.0113999999999
1424.9,283.924,1424.99,101.06,1424.99,31.2806,1424.9,98.6516,1424.99,132.341,1424.9,38.4982,1425.02,24.062,1424.9,96.2455,1424.44,31.2822,1424.9,36.092,1424.87,73.7468,1424.87,41.2463999999999,1424.87,27.4981071428572,1424.87,129.93504,1424.87,57.7513999999999,1424.87,48.6053599999999,1424.87,237.408666666667,1424.87,131.535,1424.87,101.497327272727,1424.87,81.8072999999999
1423.86,257.405,1423.95,86.6059,1423.95,31.2743,1423.86,79.3866,1423.95,141.937,1423.86,26.4622,1423.98,36.0858,1423.86,93.8205,1423.4,26.4642,1423.86,43.3018,1423.83,76.3788,1423.83,42.6139714285714,1423.83,26.8058857142857,1423.83,114.51028,1423.83,53.6144571428571,1423.83,48.5942799999999,1423.83,232.546,1423.83,142.733,1423.83,98.1980363636364,1423.83,85.0007333333333
1422.82,240.517,1422.91,76.9676,1422.91,26.4576,1422.82,76.9655,1422.91,120.262,1422.82,48.1035,1422.94,26.4576,1422.82,115.448,1422.37,45.7016,1422.82,48.1035,1422.79,79.97065,1422.79,43.2930428571428,1422.79,26.6296071428572,1422.79,120.25824,1422.79,50.8552857142856,1422.79,49.5448799999999,1422.79,237.31,1422.79,145.113333333333,1422.79,98.1773090909091,1422.79,77.7692666666666
1421.78,216.422,1421.87,57.7141,1421.87,52.9046,1421.78,69.736,1421.87,127.452,1421.78,38.475,1421.91,31.2618,1421.78,125.044,1421.33,52.9069,1421.78,62.5219,1421.75,85.00425,1421.75,43.2843571428571,1421.75,25.25005,1421.75,118.3092,1421.75,47.0666857142856,1421.75,49.0554599999999,1421.75,235.662,1421.75,137.872333333333,1421.75,96.6273636363637,1421.75,76.9495333333333
1420.74,211.57,1420.83,76.9367,1420.83,43.2769,1420.74,72.1262,1420.83,110.597,1420.74,55.2968,1420.87,38.4683,1420.74,156.274,1420.29,45.683,1420.74,50.4884,1420.71,86.07005,1420.71,43.2756714285714,1420.71,25.41685,1420.71,119.25124,1420.71,43.2788571428571,1420.71,50.4887399999999,1420.71,245.228,1420.71,129.026,1420.71,97.2631545454546,1420.71,76.9340999999999
1419.7,206.72,1419.79,69.7099,1419.79,43.2682,1419.7,100.956,1419.79,96.1516,1419.7,50.4782,1419.83,19.2303,1419.7,144.224,1419.25,50.4815,1419.7,57.6894,1419.67,85.9335,1419.67,44.9843571428571,1419.67,25.0683571428572,1419.67,111.5344,1419.67,42.579957142857,1419.67,52.8823399999999,1419.67,261.201333333333,1419.67,136.209666666667,1419.67,96.3701727272728,1419.67,77.7221666666666
1418.66,185.05,1418.75,81.7124,1418.75,38.4529,1418.66,86.5168,1418.75,115.359,1418.66,28.8389,1418.79,16.8231,1418.66,122.565,1418.21,43.261,1418.66,52.8714,1418.63,86.6384,1418.63,42.9160142857142,1418.63,25.4054428571429,1418.63,118.24148,1418.63,42.571757142857,1418.63,53.8321399999999,1418.63,269.166,1418.63,138.588333333333,1418.63,96.7869090909091,1418.63,76.1024666666666
1417.62,156.179,1417.71,57.6678,1417.71,31.2367,1417.62,91.3049,1417.71,103.321,1417.62,36.0414,1417.74,38.4452,1417.62,120.138,1417.17,62.4755,1417.62,36.0414,1417.59,83.61805,1417.59,41.8772142857142,1417.59,24.5415571428572,1417.59,115.33132,1417.59,42.5630714285713,1417.59,51.8986399999999,1417.59,253.095333333333,1417.59,131.354,1417.59,97.6424,1417.59,77.6885333333333
1416.58,172.964,1416.67,67.2656,1416.67,48.0468,1416.58,100.896,1416.67,108.105,1416.58,33.6319,1416.7,14.414,1416.58,132.125,1416.12,60.0603,1416.58,57.6547,1416.55,78.31585,1416.55,41.1830571428571,1416.55,24.8801928571429,1416.55,116.26772,1416.55,42.5534285714285,1416.55,53.8114799999999,1416.55,238.626666666667,1416.55,116.112,1416.55,94.7791272727273,1416.55,84.0798333333333
1415.54,136.902,1415.63,74.4576,1415.63,38.4297,1415.54,91.2682,1415.63,115.289,1415.54,40.8305,1415.66,26.4204,1415.54,93.67,1415.08,28.8231,1415.54,50.4377,1415.51,75.89825,1415.51,39.4598285714285,1415.51,24.5329428571429,1415.51,123.93012,1415.51,41.8593999999999,1415.51,55.2418399999999,1415.51,238.577333333333,1415.51,109.682666666667,1415.51,95.8509272727273,1415.51,78.4598666666666
1414.5,141.677,1414.59,93.6537,1414.59,52.8303,1414.5,88.8486,1414.59,129.674,1414.5,45.6249,1414.62,33.6192,1414.5,117.664,1414.04,52.8316,1414.5,57.6315,1414.47,73.36155,1414.47,40.1368142857142,1414.47,26.0713714285714,1414.47,132.55112,1414.47,43.5668428571428,1414.47,53.7900599999999,1414.47,249.736,1414.47,116.862,1414.47,95.6121090909091,1414.47,72.0412333333333
1413.45,163.256,1413.55,74.4277,1413.55,31.2116,1413.45,81.6282,1413.55,146.455,1413.45,33.6116,1413.58,26.4098,1413.45,98.434,1413,55.2217,1413.45,33.6116,1413.43,69.02525,1413.43,38.0715142857142,1413.43,25.7235357142857,1413.43,136.36484,1413.43,45.2739285714285,1413.43,53.29802,1413.43,238.485333333333,1413.43,121.641666666667,1413.43,97.9935909090909,1413.43,63.2225666666666
1412.41,144.021,1412.51,50.4086,1412.51,50.4086,1412.41,79.2115,1412.51,115.22,1412.41,33.6049,1412.54,24.0041,1412.41,86.4125,1411.96,40.8078,1412.41,55.208,1412.39,66.6108,1412.39,38.7472571428571,1412.39,25.3760071428572,1412.39,136.33972,1412.39,43.2061285714285,1412.39,52.3281199999999,1412.39,241.636,1412.39,124.02,1412.39,99.7225727272727,1412.39,69.6086999999999
1411.37,143.992,1411.47,52.7984,1411.47,31.1991,1411.37,91.1948,1411.47,122.396,1411.37,35.998,1411.5,35.9989,1411.37,115.193,1410.92,31.1996,1411.37,55.1969,1411.35,65.7572,1411.35,39.4257714285714,1411.35,24.8555357142857,1411.35,141.11244,1411.35,46.6242285714285,1411.35,52.3179799999999,1411.35,254.380666666667,1411.35,117.594,1411.35,99.2659090909091,1411.35,67.1967333333333
1410.33,110.372,1410.42,81.5811,1410.42,52.7878,1410.33,110.372,1410.42,105.576,1410.33,50.387,1410.46,26.3939,1410.33,83.9783,1409.88,31.1932,1410.33,33.5913,1410.3,62.98465,1410.3,40.4452571428571,1410.3,26.392,1410.3,135.3282,1410.3,46.9580857142856,1410.3,50.8673399999999,1410.3,268.731333333333,1410.3,126.365666666667,1410.3,100.337581818182,1410.3,68.7839333333333
1409.29,153.529,1409.38,76.7668,1409.38,38.3834,1409.29,81.5625,1409.38,143.938,1409.29,45.5791,1409.41,38.3834,1409.29,69.568,1408.83,47.9798,1409.29,55.1747,1409.26,62.4913,1409.26,40.0955142857142,1409.26,26.7296571428572,1409.26,129.54416,1409.26,46.2634285714285,1409.26,50.8571799999999,1409.26,278.274,1409.26,127.142,1409.26,99.6631818181818,1409.26,63.9696999999999
1408.24,158.295,1408.34,86.3452,1408.34,26.3833,1408.24,98.335,1408.34,127.119,1408.24,38.3746,1408.37,31.1802,1408.24,83.9445,1407.79,31.1805,1408.24,45.5699,1408.22,63.67785,1408.22,41.4589285714285,1408.22,27.2394285714286,1408.22,119.9244,1408.22,47.6258857142856,1408.22,51.8045799999999,1408.22,254.234666666667,1408.22,124.720333333333,1408.22,99.2096636363637,1408.22,62.3599666666666
1407.2,172.651,1407.3,74.3378,1407.3,28.7759,1407.2,88.7235,1407.3,112.706,1407.2,40.7648,1407.33,35.9699,1407.2,76.7338,1406.75,31.1741,1407.2,52.7545,1407.18,63.785,1407.18,41.1069142857142,1407.18,25.6923071428572,1407.18,121.81684,1407.18,46.5896285714285,1407.18,52.2747799999999,1407.18,249.388666666667,1407.18,119.896,1407.18,97.2289090909091,1407.18,59.9494333333333
1406.16,160.629,1406.25,88.7079,1406.25,43.1552,1406.16,100.693,1406.25,119.876,1406.16,40.7566,1406.29,26.3726,1406.16,59.9362,1405.71,23.9752,1406.16,62.3337,1406.13,63.89165,1406.13,41.1011142857142,1406.13,26.8857142857143,1406.13,114.11808,1406.13,45.5535857142856,1406.13,50.3474399999999,1406.13,236.548,1406.13,125.465,1406.13,96.7741090909091,1406.13,61.5328999999999
1405.12,174.978,1405.21,69.5138,1405.21,40.7495,1405.12,103.069,1405.21,115.057,1405.12,35.9545,1405.24,38.3524,1405.12,81.4968,1404.66,23.9703,1405.12,59.9241,1405.09,64.59885,1405.09,38.0105285714285,1405.09,28.7635571428572,1405.09,119.84628,1405.09,47.9403999999999,1405.09,51.7748799999999,1405.09,247.686,1405.09,132.632333333333,1405.09,96.5356545454546,1405.09,67.1145666666666
1404.07,177.34,1404.17,71.8963,1404.17,31.1551,1404.07,76.6874,1404.17,117.431,1404.07,28.7578,1404.2,19.1723,1404.07,67.1015,1403.62,26.3619,1404.07,52.7226,1404.05,63.9867,1404.05,36.6341999999999,1404.05,28.4156071428572,1404.05,113.11564,1404.05,46.2165999999999,1404.05,51.7647399999999,1404.05,255.624,1404.05,131.807,1404.05,94.9908909090909,1404.05,67.9016333333333
1403.03,210.848,1403.12,79.07,1403.12,40.733,1403.03,88.6519,1403.12,112.615,1403.03,40.732,1403.16,26.3567,1403.03,76.6719,1402.58,31.1486,1403.03,35.94,1403,63.25475,1403,36.9665999999999,1403,27.8952357142857,1403,112.13732,1403,47.2336571428571,1403,47.9200999999999,1403,257.171333333333,1403,137.369666666667,1403,95.1881636363637,1403,64.6921333333333
1401.99,268.298,1402.08,52.7027,1402.08,38.3292,1401.99,86.2385,1402.08,98.2187,1401.99,43.1192,1402.11,45.5159,1401.99,76.6564,1401.53,31.1423,1401.99,62.2834,1401.96,63.0025,1401.96,39.3538999999999,1401.96,28.91595,1401.96,114.98372,1401.96,46.5409285714285,1401.96,48.8682599999999,1401.96,269.892666666667,1401.96,139.738,1401.96,94.2957090909091,1401.96,64.6785999999999
1400.94,251.478,1401.04,91.0136,1401.04,45.5068,1400.94,95.8012,1401.04,102.989,1400.94,50.2956,1401.07,38.3215,1400.94,57.4807,1400.49,43.1112,1400.94,52.6907,1400.92,61.55275,1400.92,40.0295571428571,1400.92,29.5952357142857,1400.92,118.792,1400.92,48.9253142857142,1400.92,55.08462,1400.92,263.454,1400.92,146.097333333333,1400.92,94.2768454545455,1400.92,66.2628999999999
1399.9,320.869,1399.99,74.2329,1399.99,55.076,1399.9,81.4146,1399.99,131.704,1399.9,40.7073,1400.03,26.3407,1399.9,59.8637,1399.45,16.762,1399.9,59.8637,1399.87,62.6175,1399.87,38.3109999999999,1399.87,31.1293071428572,1399.87,120.6788,1399.87,52.3362999999999,1399.87,55.07302,1399.87,266.596,1399.87,136.490666666667,1399.87,92.2998090909091,1399.87,69.4414333333333
1398.85,351.927,1398.95,57.459,1398.95,31.1236,1398.85,76.61,1398.95,124.495,1398.85,50.2753,1398.98,40.7001,1398.85,69.4278,1398.4,28.7291,1398.85,43.0931,1398.83,63.3227,1398.83,40.0141999999999,1398.83,31.2939214285714,1398.83,131.192,1398.83,52.3285571428571,1398.83,57.45596,1398.83,250.578666666667,1398.83,124.494666666667,1398.83,91.1923545454546,1398.83,67.0342999999999
1397.81,361.43,1397.9,67.022,1397.9,55.0538,1397.81,95.7431,1397.9,110.108,1397.81,50.2651,1397.94,26.33,1397.81,67.0202,1397.36,31.1168,1397.81,57.4459,1397.78,62.5922,1397.78,43.0834999999999,1397.78,32.1412357142857,1397.78,143.61424,1397.78,51.9747285714285,1397.78,57.92576,1397.78,269.674,1397.78,115.69,1397.78,91.1729909090909,1397.78,69.4143333333333
1396.77,308.709,1396.86,67.0084,1396.86,47.8632,1396.77,95.7238,1396.86,105.299,1396.77,31.1102,1396.89,40.6837,1396.77,69.3997,1396.31,31.1104,1396.77,47.8619,1396.74,62.3404,1396.74,44.7859999999999,1396.74,33.8442357142857,1396.74,140.71364,1396.74,49.5724285714285,1396.74,60.78566,1396.74,271.216666666667,1396.74,115.665333333333,1396.74,91.8080545454546,1396.74,68.6013333333332
1395.72,351.714,1395.81,69.3875,1395.81,31.1048,1395.72,90.9192,1395.81,131.597,1395.72,47.8522,1395.85,28.7121,1395.72,78.9561,1395.27,26.3188,1395.72,35.8892,1395.69,62.32855,1395.69,44.4342428571428,1395.69,34.3500928571429,1395.69,136.86084,1395.69,50.2449714285713,1395.69,57.9011599999999,1395.69,291.898666666667,1395.69,125.213,1395.69,93.5299,1395.69,71.7787333333333
1394.68,332.506,1394.77,66.9813,1394.77,43.0594,1394.68,90.9008,1394.77,93.2954,1394.68,62.1953,1394.8,19.1375,1394.68,95.685,1394.22,16.7449,1394.68,50.2346,1394.65,62.3151,1394.65,41.3503428571428,1394.65,35.53865,1394.65,135.87436,1394.65,51.6033285714285,1394.65,56.4548399999999,1394.65,272.704666666667,1394.65,132.363333333333,1394.65,93.946,1394.65,67.7780999999999
1393.63,327.655,1393.72,50.2258,1393.72,45.4424,1393.63,102.841,1393.72,105.235,1393.63,40.6579,1393.76,35.8756,1393.63,78.9242,1393.18,43.0494,1393.63,57.3994,1393.6,60.03055,1393.6,39.2923999999999,1393.6,39.2891142857143,1393.6,144.45368,1393.6,47.4932571428571,1393.6,53.0952799999999,1393.6,279.028,1393.6,134.729666666667,1393.6,93.0568727272727,1393.6,62.1836999999999
1392.58,315.633,1392.68,78.9103,1392.68,57.3893,1392.58,109.993,1392.68,102.822,1392.58,35.8674,1392.71,28.6946,1392.58,76.517,1392.13,26.3026,1392.58,47.8231,1392.56,60.3771,1392.56,39.9683999999999,1392.56,39.96535,1392.56,140.5974,1392.56,46.1151142857142,1392.56,54.9982399999999,1392.56,255.058,1392.56,130.718666666667,1392.56,94.7761818181818,1392.56,58.1851666666666
1391.54,286.881,1391.63,69.3314,1391.63,50.2055,1391.54,86.0642,1391.63,107.583,1391.54,33.4694,1391.67,38.2518,1391.54,76.5015,1391.09,31.0785,1391.54,52.5948,1391.51,57.3776,1391.51,39.2775285714285,1391.51,42.6893714285714,1391.51,136.74676,1391.51,50.5444999999999,1391.51,53.5508599999999,1391.51,258.195333333334,1391.51,127.502666666667,1391.51,93.4526818181819,1391.51,63.7501999999999
1390.49,270.091,1390.59,64.5368,1390.59,57.366,1390.49,129.07,1390.59,117.122,1390.49,35.8528,1390.62,23.9025,1390.49,93.2173,1390.04,45.4131,1390.49,57.3645,1390.47,57.48515,1390.47,36.8781285714285,1390.47,42.6811357142857,1390.47,139.59156,1390.47,51.2153714285713,1390.47,56.4062999999999,1390.47,264.510666666667,1390.47,129.866333333333,1390.47,91.9128636363637,1390.47,76.4836999999999
1389.45,212.684,1389.54,69.3033,1389.54,52.5749,1389.45,100.368,1389.54,100.37,1389.45,50.1838,1389.57,23.8977,1389.45,76.4705,1388.99,31.0657,1389.45,59.7426,1389.42,55.4413,1389.42,38.5757999999999,1389.42,43.0145571428572,1389.42,139.56248,1389.42,54.2787285714285,1389.42,60.6958599999999,1389.42,283.576,1389.42,130.638666666667,1389.42,92.7620363636364,1389.42,78.8612999999999
1388.4,195.916,1388.49,71.6785,1388.49,57.3428,1388.4,119.461,1388.49,129.021,1388.4,35.8383,1388.53,38.2285,1388.4,117.072,1387.95,28.6702,1388.4,76.455,1388.37,54.83305,1388.37,37.2016714285714,1388.37,45.9067,1388.37,130.92888,1388.37,54.9493142857142,1388.37,64.5078599999999,1388.37,305.82,1388.37,126.630333333333,1388.37,95.5672818181819,1388.37,78.0495333333333
1387.35,207.82,1387.45,64.4975,1387.45,76.4415,1387.35,102.716,1387.45,114.662,1387.35,35.831,1387.48,35.8319,1387.35,112.271,1386.9,28.6643,1387.35,57.3296,1387.33,52.5523,1387.33,40.6062571428571,1387.33,46.4097785714286,1387.33,125.17012,1387.33,55.280657142857,1387.33,62.1089399999999,1387.33,294.613333333333,1387.33,125.010333333333,1387.33,96.6340090909091,1387.33,66.0888333333333
1386.31,186.283,1386.4,62.0961,1386.4,83.591,1386.31,105.083,1386.4,100.309,1386.31,42.9885,1386.43,28.6597,1386.31,109.859,1385.85,28.6584,1386.31,69.2592,1386.28,53.0204,1386.28,41.2818999999999,1386.28,45.0349714285714,1386.28,128.0116,1386.28,57.6606714285713,1386.28,61.6193599999999,1386.28,270.675333333333,1386.28,124.985333333333,1386.28,98.1328636363637,1386.28,68.4635333333332
1385.26,152.817,1385.35,47.7566,1385.35,57.3079,1385.26,90.7351,1385.35,85.9618,1385.26,45.3675,1385.39,33.4296,1385.26,95.5106,1384.81,26.2648,1385.26,52.5308,1385.23,52.6503999999999,1385.23,42.2968428571428,1385.23,45.02745,1385.23,130.85056,1385.23,55.6045857142856,1385.23,56.3538399999999,1385.23,259.469333333333,1385.23,121.777666666667,1385.23,97.2470363636364,1385.23,67.6527333333332
1384.21,152.786,1384.31,74.0076,1384.31,71.6203,1384.21,95.4912,1384.31,95.4937,1384.21,50.1329,1384.34,35.8101,1384.21,85.9421,1383.76,31.0338,1384.21,74.0057,1384.19,52.8775999999999,1384.19,42.6303999999999,1384.19,43.3128428571429,1384.19,122.23072,1384.19,54.9088571428571,1384.19,52.0439199999999,1384.19,257.824,1384.19,123.342333333333,1384.19,98.0939454545455,1384.19,69.2318333333333
1383.16,131.274,1383.26,71.6057,1383.26,71.6057,1383.16,100.245,1383.26,114.569,1383.16,54.8963,1383.29,33.416,1383.16,83.5378,1382.71,31.0274,1383.16,57.2831,1383.14,52.8670499999999,1383.14,44.3269428571428,1383.14,42.1119285714286,1383.14,119.34056,1383.14,52.8516571428571,1383.14,51.0764999999999,1383.14,275.278,1383.14,130.476666666667,1383.14,98.5080818181818,1383.14,70.8081666666666
1382.12,128.861,1382.21,62.0457,1382.21,50.1138,1382.12,124.088,1382.21,114.546,1382.12,45.3399,1382.24,26.2501,1382.12,78.7482,1381.66,40.566,1382.12,64.4304,1382.09,54.5267499999999,1382.09,43.2941857142857,1382.09,40.0595214285714,1382.09,119.31824,1382.09,50.4551428571428,1382.09,50.5906999999999,1382.09,270.448,1382.09,142.383,1382.09,99.7899363636364,1382.09,71.5888999999999
1381.07,147.921,1381.16,78.7343,1381.16,59.6472,1381.07,128.835,1381.16,81.1202,1381.07,40.559,1381.2,26.2447,1381.07,66.8031,1380.62,28.6289,1381.07,57.2598,1381.04,54.9938999999999,1381.04,42.9457857142856,1381.04,37.8340785714286,1381.04,121.19992,1381.04,48.3987714285713,1381.04,46.2862999999999,1381.04,268.804666666667,1381.04,136.789333333333,1381.04,101.284845454545,1381.04,66.8050999999999
1380.02,107.34,1380.12,71.5621,1380.12,45.3226,1380.02,104.955,1380.12,83.4891,1380.02,50.0921,1380.15,38.1664,1380.02,62.0188,1379.57,31.0083,1380.02,71.5602,1380,56.1744499999999,1380,40.8917714285714,1380,36.4626357142857,1380,121.17176,1380,49.0696999999999,1380,48.1845799999999,1380,263.978666666667,1380,133.580333333333,1380,100.833636363636,1380,66.7895666666666
1378.97,100.164,1379.07,52.4682,1379.07,54.8531,1378.97,112.088,1379.07,95.3967,1378.97,40.5425,1379.1,26.2341,1378.97,81.085,1378.52,31.0019,1378.97,66.7759,1378.95,55.3284499999999,1378.95,41.2249857142856,1378.95,34.2404928571429,1378.95,119.24424,1378.95,48.7190285714285,1378.95,47.6975999999999,1378.95,248.028,1378.95,133.55,1378.95,101.466409090909,1378.95,68.3640999999999
